idestacao,uf,codibge,cidade,nomeestacao,ultimovalor,datahoraUltimovalor,acc1hr,acc3hr,acc6hr,acc12hr,acc24hr,acc48hr,acc72hr,acc96hr,tipoestacao,status
8955,PE,2602803,BUÍQUE,BUIQUE - APAC,0,24/07/26 20:50,-,-,-,-,2.4,17.98,17.98,17.98,1,0
3281,PE,2607901,JABOATÃO DOS GUARARAPES,Prazeres,0,24/07/26 21:00,-,-,-,-,-,56.87,74.2,92.14,1,0
8206,PE,2600807,ALTINHO,Prefeitura,0,24/07/26 20:50,-,-,-,0.2,4.8,25,26,26.6,1,0
6487,PE,2605905,GAMELEIRA,Centro,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
18555,PE,2610400,PARNAMIRIM,G2-261040005A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
9008,PE,2609006,MACAPARANA,MACAPARANA - APAC,0,26/11/25 08:10,-,-,-,-,-,-,-,-,1,0
9037,PE,2611804,RIBEIRÃO,ARIPIBU - APAC,0,24/07/26 21:00,-,-,-,-,0.99,140.01,147.12,154.4,1,0
9067,PE,2615706,TRIUNFO,TRIUNFO - APAC,0,24/07/26 21:00,-,-,-,-,1,4.76,4.76,4.76,1,0
18562,PE,2610806,PEDRA,G2-261080603A,0,24/07/26 20:10,-,-,-,-,1.2,2.2,2.2,2.2,1,0
2998,PE,2607901,JABOATÃO DOS GUARARAPES,Cavaleiro,0,24/07/26 20:30,-,-,-,-,0.2,61.26,70.92,90.04,1,0
9040,PE,2612406,SANHARÓ,SANHARO - APAC,,,-,-,-,-,-,-,-,-,1,0
14172,PE,2614501,SURUBIM,Surubim [Bombeiros] - APAC,0,23/03/26 16:30,-,-,-,-,-,-,-,-,1,0
8999,PE,2607950,JAQUEIRA,JAQUEIRA - APAC,0,02/02/22 06:10,-,-,-,-,-,-,-,-,1,0
18511,PE,2602803,BUÍQUE,G2-260280303A,0,24/07/26 20:10,-,-,-,-,1.2,14.4,14.4,14.4,1,0
14176,PE,2615201,TERRA NOVA,Terra Nova [Escola Francisco Hugo] - APAC,0,20/01/26 15:10,-,-,-,-,-,-,-,-,1,0
18589,PE,2615300,TIMBAÚBA,G2-261530003A,0,24/07/26 20:10,-,-,-,-,2,19.6,29.2,39.6,1,0
2999,PE,2609600,OLINDA,Águas Compridas,0,24/07/26 20:20,-,-,-,-,-,66.59,76.44,87.69,1,0
18505,PE,2602001,BODOCÓ,G2-260200102A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8209,PE,2606200,GOIANA,ETA Compesa,0,24/07/26 20:20,-,-,-,0.2,12.2,35.6,50.6,67.8,1,0
9039,PE,2612307,SALOÁ,SALOA - APAC,0,24/07/26 20:50,-,-,-,0.2,0.6,2.19,2.19,2.19,1,0
7774,PE,2601904,BEZERROS,BEZERROS,0,13/12/21 11:00,-,-,-,-,-,-,-,-,5,0
8981,PE,2605905,GAMELEIRA,GAMELEIRA - APAC,0,19/01/22 13:00,-,-,-,-,-,-,-,-,1,0
6516,PE,2609600,OLINDA,Tabajara,0,15/07/26 06:00,-,-,-,-,-,-,-,-,1,0
6521,PE,2610707,PAULISTA,Maria Farinha,0.39,19/06/26 17:40,-,-,-,-,-,-,-,-,1,0
8197,PE,2612455,SANTA CRUZ,SANTA CRUZ,0,27/07/22 18:00,-,-,-,-,-,-,-,-,5,0
9056,PE,2614204,SIRINHAÉM,SIRINHAEM - APAC,0,19/03/24 18:20,-,-,-,-,-,-,-,-,1,0
7803,PE,2607505,ITAÍBA,ITAIBA,0,05/12/23 12:00,-,-,-,-,-,-,-,-,4,0
6505,PE,2608750,LAGOA GRANDE,Jutaí,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
18504,PE,2601805,BETÂNIA,G2-260180504A,0,24/07/26 20:10,-,-,-,-,1.2,1.2,1.2,1.2,1,0
7778,PE,2602407,BREJÃO,BREJAO,0,18/05/24 08:00,-,-,-,-,-,-,-,-,5,0
7833,PE,2614006,SERRITA,SERRITA,0,22/12/23 16:00,-,-,-,-,-,-,-,-,4,0
8945,PE,2601201,ARCOVERDE,IPOJUCA - APAC,0.2,25/06/26 17:40,-,-,-,-,-,-,-,-,1,0
13581,PE,2611606,RECIFE,UR12 - COHAB II,0,10/08/24 06:10,-,-,-,-,-,-,-,-,10,0
18587,PE,2614857,TAMANDARÉ,G2-261485705A,0,24/07/26 20:10,-,-,-,-,-,27.4,27.8,28.2,1,0
8962,PE,2603504,CAMOCIM DE SÃO FÉLIX,CAMOCIM DE SAO FELIX - APAC,0.59,31/03/26 14:10,-,-,-,-,-,-,-,-,1,0
6515,PE,2609600,OLINDA,Jardim Fragoso,0,24/07/26 20:50,-,-,-,-,-,64.98,71.09,79.6,1,0
9036,PE,2611705,RIACHO DAS ALMAS,RIACHO DAS ALMAS - APAC,0,23/03/26 15:00,-,-,-,-,-,-,-,-,1,0
14159,PE,2607109,INGAZEIRA,Ingazeira [Compesa] - APAC,0,24/07/26 20:50,-,-,-,-,0.4,0.4,0.4,0.4,1,0
18502,PE,2601805,BETÂNIA,G2-260180503A,0,24/07/26 20:10,-,-,-,-,1,4.6,4.6,4.6,1,0
17199,PE,2602209,BOM JARDIM,G2-Encruzilhada,0,24/07/26 20:10,-,0.2,0.2,0.2,1.6,4,6.6,7.6,1,0
18501,PE,2601201,ARCOVERDE,G2-260120103A,0,24/07/26 20:10,-,-,-,-,2,21.2,21.2,21.2,1,0
6535,PE,2611606,RECIFE,Torreão,0,24/07/26 21:00,-,-,-,0.2,0.2,45.7,55.55,65.78,1,0
6531,PE,2611606,RECIFE,Campina do Barreto,0,24/07/26 11:30,-,-,-,-,-,51.11,58.82,71.44,1,0
9054,PE,2614006,SERRITA,IPUEIRA - APAC,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8216,PE,2611309,POMBOS,Vila São José,0,24/07/26 20:50,-,-,-,0.2,0.2,54.2,56.6,56.6,1,0
18566,PE,2611705,RIACHO DAS ALMAS,G2-261170503A,0,24/07/26 20:10,-,-,-,-,0.4,38.6,39.4,43.4,1,0
17221,PE,2614105,SERTÂNIA,G2-Parque de Exposição,0,24/07/26 20:10,-,-,-,-,0.2,1.6,1.6,1.6,1,0
8972,PE,2604908,CUMARU,CUMARU - APAC,0,23/03/26 15:20,-,-,-,-,-,-,-,-,1,0
7805,PE,2608057,JATOBÁ,JATOBA,0.2,21/11/25 17:10,-,-,-,-,-,-,-,-,5,0
7793,PE,2605806,FREI MIGUELINHO,FREI MIGUELINHO,0,19/12/23 11:00,-,-,-,-,-,-,-,-,5,0
6470,PE,2603454,CAMARAGIBE,Alberto Maia,0,24/07/26 19:00,-,-,-,-,-,0.2,3.95,4.74,1,0
9022,PE,2610509,PASSIRA,PASSIRA  - APAC,0,17/11/25 10:50,-,-,-,-,-,-,-,-,1,0
14211,PE,2605905,GAMELEIRA,Centro,0,24/07/26 20:10,-,-,-,0.2,0.2,127.8,132.6,139,3,0
7777,PE,2602100,BOM CONSELHO,BOM CONSELHO,0,15/04/25 20:00,-,-,-,-,-,-,-,-,5,0
6846,PE,2611606,RECIFE,Porto,0,24/07/26 20:50,-,-,-,-,-,48.4,60,63.4,1,0
7822,PE,2612208,SALGUEIRO,SALGUEIRO,0,28/12/16 20:50,-,-,-,-,-,-,-,-,5,0
6541,PE,2613305,SÃO JOAQUIM DO MONTE,Barra do Riachão,0,05/06/24 17:10,-,-,-,-,-,-,-,-,1,0
8994,PE,2607653,ITAMBÉ,ITAMBE - APAC,0,02/10/25 14:00,-,-,-,-,-,-,-,-,1,0
6835,PE,2611200,POÇÃO,Centro,0,24/07/26 18:20,-,-,-,-,-,4.8,4.8,4.8,1,0
8998,PE,2607802,ITAQUITINGA,ITAQUITINGA - APAC,0,26/11/25 08:10,-,-,-,-,-,-,-,-,1,0
9064,PE,2615300,TIMBAÚBA,USINA CRUANGI - APAC,0,25/09/25 16:00,-,-,-,-,-,-,-,-,1,0
18556,PE,2610400,PARNAMIRIM,G2-261040004A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
9846,PE,2607901,JABOATÃO DOS GUARARAPES,Alto do Reservatório,0.2,21/07/26 05:50,-,-,-,-,-,-,-,0.2,10,0
7808,PE,2608800,LAJEDO,LAJEDO,0.4,29/04/24 14:20,-,-,-,-,-,-,-,-,5,0
8960,PE,2603306,CALÇADO,CALCADO - APAC,0,24/07/26 20:10,-,-,-,-,0.4,7.54,7.54,7.94,1,0
9044,PE,2612703,SANTA MARIA DO CAMBUCÁ,SANTA MARIA DO CAMBUCA - APAC,0,24/07/26 21:00,-,-,-,-,0.2,41.35,42.35,47.67,1,0
18576,PE,2613206,SÃO JOÃO,G2-261320602A,0,24/07/26 20:10,-,-,-,-,0.6,7.2,7.2,8,1,0
6529,PE,2611606,RECIFE,Guabiraba,0,24/07/26 20:20,-,-,-,-,-,86.58,102.33,120.84,1,0
7829,PE,2613305,SÃO JOAQUIM DO MONTE,SAO JOAQUIM DO MONTE,0,24/07/26 20:00,-,-,-,-,7.6,51.6,56.6,59.6,4,0
18531,PE,2605301,EXU,G2-260530104A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
6482,PE,2604205,CATENDE,Canaã,0,24/07/26 20:10,-,-,-,-,5.32,53.6,58.54,59.34,1,0
9050,PE,2613503,SÃO JOSÉ DO BELMONTE,SAO JOSE DO BELMONTE  - APAC,0,24/07/26 20:50,-,-,-,-,-,1.18,1.18,1.18,1,0
14150,PE,2603926,CARNAUBEIRA DA PENHA,Carnaubeira da Penha [Fazenda Milagres] - APAC,0,24/07/26 21:00,-,-,-,-,-,-,-,-,1,0
8989,PE,2607604,ILHA DE ITAMARACÁ,ILHA DE ITAMARACA - APAC,0,18/02/26 13:00,-,-,-,-,-,-,-,-,1,0
8212,PE,2611101,PETROLINA,Jose e Maria,0,20/09/25 14:30,-,-,-,-,-,-,-,-,1,0
3008,PE,2607901,JABOATÃO DOS GUARARAPES,Cavaleiro 2,0,31/07/24 17:00,-,-,-,-,-,-,-,-,1,0
18540,PE,2607505,ITAÍBA,G2-260750504A,0,24/07/26 20:10,-,-,-,-,1.8,4,4,4.2,1,0
14162,PE,2608750,LAGOA GRANDE,Lagoa Grande [Antena Oi] - APAC,0,24/07/26 20:50,-,-,-,-,-,-,-,-,1,0
18553,PE,2610202,PANELAS,G2-261020202A,0,24/07/26 20:10,-,-,-,-,2,18.8,19.2,19.2,1,0
9006,PE,2608701,LAGOA DOS GATOS,Escola Eduardo Vasconcelos - APAC,0,31/03/26 16:30,-,-,-,-,-,-,-,-,1,0
9051,PE,2613503,SÃO JOSÉ DO BELMONTE,BOM NOME - APAC,0,24/07/26 20:50,-,-,-,-,-,-,-,-,1,0
8215,PE,2611101,PETROLINA,Jardim Sao Paulo,0,05/01/26 21:00,-,-,-,-,-,-,-,-,1,0
6459,PE,2601300,BARRA DE GUABIRABA,Centro,0,24/07/26 20:20,-,-,-,-,8.66,80.83,87.36,93.89,1,0
7827,PE,2612802,SANTA TEREZINHA,SANTA TEREZINHA,0,19/04/23 07:00,-,-,-,-,-,-,-,-,5,0
17205,PE,2606002,GARANHUNS,G2-Secretaria de Obras,0,24/07/26 20:10,-,-,-,-,1.2,7.4,7.8,9,1,0
18493,PE,2600104,AFOGADOS DA INGAZEIRA,G2-260010402A,0,24/07/26 20:10,-,-,-,-,0.2,1.6,1.6,1.6,1,0
18515,PE,2603702,CANHOTINHO,G2-260370202A,0,24/07/26 20:10,-,-,-,-,0.8,8.8,9,9.2,1,0
18526,PE,2604908,CUMARU,G2-260490804A,0,24/07/26 20:10,-,-,-,-,0.4,38,39,43.2,1,0
14147,PE,2602001,BODOCÓ,Bodocó [IPA] - APAC,0,24/07/26 20:30,-,-,-,-,-,-,-,-,1,0
18503,PE,2601805,BETÂNIA,G2-260180502A,0,24/07/26 20:10,-,-,-,-,0.8,2.6,2.6,2.6,1,0
18552,PE,2610103,PALMEIRINA,G2-261010302A,0,24/07/26 20:10,-,-,-,-,0.6,14.8,15.8,17.6,1,0
6526,PE,2611507,QUIPAPÁ,Centro,0,24/07/26 20:50,-,-,0.2,0.2,4.56,34.52,37.49,39.3,1,0
17195,PE,2601706,BELO JARDIM,G2-Escola Santo Antônio,0,24/07/26 20:10,-,-,-,-,0.8,17,18.4,23.8,1,0
9065,PE,2615409,TORITAMA,TORITAMA - APAC,0,26/03/26 15:50,-,-,-,-,-,-,-,-,1,0
18541,PE,2607505,ITAÍBA,G2-260750503A,0,24/07/26 20:10,-,-,-,-,2.4,5.4,5.4,5.4,1,0
18580,PE,2613404,SÃO JOSÉ DA COROA GRANDE,G2-261340404A,0,24/07/26 20:10,-,-,-,-,-,23.6,25.6,27.6,1,0
17198,PE,2602209,BOM JARDIM,G2-Tamboatá,0,24/07/26 20:10,-,-,-,-,0.2,33.6,39,39.4,1,0
2997,PE,2603454,CAMARAGIBE,Timbi,0,24/07/26 21:00,-,-,-,-,0.99,70.12,89.46,115.46,1,0
6476,PE,2604106,CARUARU,Cidade Jardim,0,09/07/26 10:50,-,-,-,-,-,-,-,-,1,0
8982,PE,2606101,GLÓRIA DO GOITÁ,GLORIA DO GOITA - APAC,0,03/09/25 13:00,-,-,-,-,-,-,-,-,1,0
7817,PE,2611002,PETROLÂNDIA,PETROLANDIA,0,11/12/16 18:00,-,-,-,-,-,-,-,-,4,0
14175,PE,2615003,TAQUARITINGA DO NORTE,Taquaritinga do Norte [CAIC] - APAC,0,26/03/26 16:10,-,-,-,-,-,-,-,-,1,0
14178,PE,2615904,TUPARETAMA,Tuparetama [Compesa] - APAC,0,24/07/26 20:20,-,-,-,-,0.2,1.79,1.99,1.99,1,0
3255,PE,2611606,RECIFE,Alto do Céu,0,17/06/26 07:40,-,-,-,-,-,-,-,-,1,0
7821,PE,2612109,SALGADINHO,SALGADINHO,0,01/06/25 01:00,-,-,-,-,-,-,-,-,5,0
9029,PE,2611101,PETROLINA,URUÃS - APAC,0,24/07/26 19:00,-,-,-,-,-,-,-,-,1,0
6540,PE,2612901,SÃO BENEDITO DO SUL,Centro,0,24/07/26 20:30,-,-,0.2,0.4,4.14,40.27,45.88,51.26,1,0
17203,PE,2606002,GARANHUNS,G2-COHAB III,0,24/07/26 20:10,-,-,-,-,1.2,8.2,8.4,9,1,0
8970,PE,2604601,CONDADO,CONDADO - APAC,0,26/11/25 08:10,-,-,-,-,-,-,-,-,1,0
7828,PE,2613008,SÃO BENTO DO UNA,SAO BENTO DO UNA,0,29/04/26 19:00,-,-,-,-,-,-,-,-,5,0
9052,PE,2613701,SÃO LOURENÇO DA MATA,SAO LOURENCO DA MATA - APAC,0,03/02/22 19:00,-,-,-,-,-,-,-,-,1,0
6498,PE,2607307,IPUBI,Serrolândia,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
7837,PE,2614808,TACARATU,TACARATU,0,24/07/26 17:00,-,-,-,-,-,-,-,-,5,0
6457,PE,2600500,ÁGUAS BELAS,Garanhuns,0,24/07/26 19:20,-,-,-,-,-,1.8,1.8,1.8,1,0
14683,PE,2605459,FERNANDO DE NORONHA,Baía do Sancho - APAC,0.2,08/07/26 07:00,-,-,-,-,-,-,-,-,1,0
17207,PE,2606408,GRAVATÁ,G2-Avencas,0,24/07/26 18:10,-,-,-,-,0.2,51.4,52.2,52.2,1,0
6847,PE,2611606,RECIFE,Areias,0,24/07/26 20:40,-,-,-,-,-,56.4,63,80,1,0
6484,PE,2604700,CORRENTES,Centro,0,24/07/26 20:20,-,-,-,-,0.2,9.72,13.48,16.04,1,0
18558,PE,2610608,PAUDALHO,G2-261060805A,0,24/07/26 20:10,-,-,-,0.2,0.4,37.4,48,70.6,1,0
18560,PE,2610806,PEDRA,G2-261080602A,0,24/07/26 20:10,-,-,-,-,2.6,22.2,22.4,22.4,1,0
